a_exp,t_cou,t_des3,t_fee,p_fla,p_work
教授,美国,学术会议,科研经费,良好,电子与信息工程学院
校长,美国,合作研究,学校经费,优秀,校本部机关
教师,印度,学术会议,科研经费,良好,计算机科学与技术学院
副教授,美国,学术会议,科研经费,良好,交通科学与工程学院
教授,英国,合作研究,学院经费,良好,建筑学院
教授,英国,合作研究,学院经费,良好,建筑学院
教授,英国,合作研究,学院经费,良好,建筑学院
教授,英国,合作研究,学院经费,良好,建筑学院
教授,英国,合作研究,学院经费,良好,建筑学院
教授,英国,合作研究,学院经费,优秀,建筑学院
教师,美国,学术会议,科研经费,良好,航天学院
学生,英国,学术交流,学校经费,良好,建筑学院
学生,英国,学术交流,学校经费,良好,建筑学院
学生,英国,学术交流,学校经费,一般,建筑学院
学生,英国,学术交流,学校经费,优秀,建筑学院
学生,英国,学术交流,学校经费,良好,建筑学院
学生,英国,学术交流,学校经费,良好,建筑学院
学生,英国,学术交流,学校经费,优秀,建筑学院
学生,英国,学术交流,学校经费,一般,建筑学院
教师,新加坡,学术会议,学校经费,良好,化工学院
教师,香港,学术会议,科研经费,优秀,深圳研究生院
教师,韩国,学术会议,学校经费,良好,建筑学院
教师,韩国,学术会议,学校经费,良好,建筑学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教师,韩国,学术会议,学校经费,优秀,土木工程学院
教授,新加坡,学术交流,境外邀请方,良好,理学院
教师,俄罗斯,学术会议,学校经费,一般,校本部机关
学生,中国台湾,学术交流,境外邀请方,良好,航天学院
学生,中国台湾,学术交流,境外邀请方,优秀,计算机科学与技术学院
教师,香港,学术会议,学校经费,优秀,土木工程学院
教师,德国，瑞士,访问考察,学校经费,优秀,市政环境工程学院
教师,德国，瑞士,访问考察,学校经费,优秀,市政环境工程学院
教师,德国，瑞士,访问考察,学校经费,优秀,市政环境工程学院
教师,中国台湾,学术交流,学校经费,良好,媒体技术与艺术系
学生,中国台湾,学术交流,费用自理,良好,经济与管理学院
学生,中国台湾,学术交流,费用自理,优秀,校本部机关
学生,中国台湾,短期旅游,境外邀请方,良好,校本部机关
学生,中国台湾,短期旅游,境外邀请方,良好,经济与管理学院
学生,中国台湾,短期旅游,境外邀请方,良好,电子与信息工程学院
学生,中国台湾,短期旅游,境外邀请方,优秀,交通科学与工程学院
学生,中国台湾,短期旅游,境外邀请方,优秀,电子与信息工程学院
学生,中国台湾,短期旅游,境外邀请方,良好,经济与管理学院
学生,中国台湾,短期旅游,境外邀请方,良好,航天学院
学生,中国台湾,短期旅游,境外邀请方,良好,能源科学与工程学院
学生,中国台湾,短期旅游,境外邀请方,良好,校本部机关
学生,中国台湾,短期旅游,境外邀请方,优秀,计算机科学与技术学院
学生,中国台湾,短期旅游,境外邀请方,良好,媒体技术与艺术系
学生,中国台湾,短期旅游,境外邀请方,良好,校本部机关
学生,中国台湾,短期旅游,境外邀请方,良好,航天学院
学生,中国台湾,短期旅游,境外邀请方,优秀,电子与信息工程学院
学生,中国台湾,短期旅游,境外邀请方,良好,市政环境工程学院
,澳大利亚,学术会议,学校经费,良好,土木工程学院
学生,中国台湾,访问考察,境外邀请方,良好,能源科学与工程学院
教师,澳大利亚,学术会议,科研经费,良好,土木工程学院
教师,澳大利亚,学术会议,科研经费,优秀,土木工程学院
学生,中国台湾,访问考察,境外邀请方,良好,材料科学与工程学院
副教授,俄罗斯,访问考察,学院经费,优秀,校本部机关
学生,中国台湾,访问考察,境外邀请方,优秀,材料科学与工程学院
教师,香港,学术会议,学校经费,优秀,经济与管理学院
教师,美国,学术交流,科研经费,优秀,理学院
教师,法国，澳大利亚,学术会议,学校经费,优秀,深圳研究生院
教授,德国,访问考察,学校经费,优秀,市政环境工程学院
副教授,中国台湾,访问考察,学校经费,一般,校本部机关
学生,印度,学术会议,学校经费,良好,能源科学与工程学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,初级,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,初级,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,一般,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
学生,中国台湾,学术交流,学院经费,优秀,建筑学院
教师,中国台湾,学术交流,学院经费,良好,建筑学院
教师,中国台湾,学术交流,学院经费,良好,建筑学院
教师,中国台湾,学术交流,学院经费,良好,建筑学院
学生,中国台湾,学术交流,境外邀请方,良好,材料科学与工程学院
学生,中国台湾,学术交流,境外邀请方,一般,机电工程学院
学生,中国台湾,访问考察,学校经费,一般,校本部机关
,中国台湾,访问考察,学校经费,一般,建筑学院
,中国台湾,学术交流,境外邀请方,一般,机电工程学院
学生,中国台湾,留学进修,费用自理,良好,计算机科学与技术学院
学生,中国台湾,留学进修,费用自理,良好,校本部机关
教师,中国台湾,留学进修,费用自理,优秀,建筑学院
学生,中国台湾,留学进修,费用自理,初级,建筑学院
学生,中国台湾,留学进修,费用自理,良好,建筑学院
教师,美国,国际会议,科研经费,良好,机电工程学院
教师,中国台湾,国际会议,科研经费,优秀,土木工程学院
教师,美国,国际会议,学校经费,优秀,交通科学与工程学院
,美国,国际会议,科研经费,良好,机电工程学院
学生,中国台湾,访问考察,境外邀请方,良好,外国语学院
学生,中国台湾,留学进修,费用自理,良好,校本部机关
教师,美国,访问考察,科研经费,良好,计算机科学与技术学院
教师,中国台湾,访问考察,境外邀请方,良好,威海校区
教师,中国台湾,访问考察,境外邀请方,优秀,威海校区
教师,美国,国际会议,学校经费,优秀,交通科学与工程学院
教师,英国,留学进修,学院经费,良好,机电工程学院
学生,美国,国际会议,科研经费,良好,航天学院
学生,中国台湾,留学进修,费用自理,一般,校本部机关
学生,中国台湾,留学进修,费用自理,一般,建筑学院
学生,中国台湾,留学进修,费用自理,初级,建筑学院
学生,中国台湾,留学进修,费用自理,良好,建筑学院
学生,中国台湾,留学进修,费用自理,初级,基础学部
教师,德国,访问考察,科研经费,良好,建筑学院
教师,德国,访问考察,科研经费,良好,建筑学院
教师,英国,留学进修,学院经费,良好,机电工程学院
教师,美国,国际会议,学校经费,良好,材料科学与工程学院
教师,美国,国际会议,学校经费,良好,航天学院
教授,美国,国际会议,学校经费,优秀,航天学院
学生,美国,国际会议,科研经费,良好,机电工程学院
教师,中国台湾,合作研究,学院经费,优秀,建筑学院
教师,中国台湾,合作研究,学院经费,良好,建筑学院
教师,中国台湾,合作研究,学院经费,良好,建筑学院
教师,中国台湾,合作研究,学院经费,良好,建筑学院
,葡萄牙,国际会议,学校经费,良好,航天学院
教师,美国,合作研究,科研经费,优秀,化工学院
学生,中国台湾,留学进修,费用自理,良好,校本部机关
学生,中国台湾,留学进修,费用自理,良好,机电工程学院
学生,中国台湾,留学进修,费用自理,良好,校本部机关
学生,中国台湾,留学进修,费用自理,良好,航天学院
学生,中国台湾,留学进修,费用自理,良好,航天学院
教师,澳大利亚,国际会议,科研经费,优秀,土木工程学院
,美国,合作研究,科研经费,优秀,市政环境工程学院
教师,美国,访问考察,学校经费,一般,校本部机关
学生,中国台湾,留学进修,费用自理,一般,电子与信息工程学院
学生,中国台湾,留学进修,费用自理,一般,电子与信息工程学院
学生,中国台湾,留学进修,费用自理,良好,计算机科学与技术学院
学生,中国台湾,留学进修,费用自理,优秀,理学院
学生,中国台湾,留学进修,费用自理,良好,计算机科学与技术学院
学生,中国台湾,留学进修,费用自理,优秀,校本部机关
学生,中国台湾,留学进修,费用自理,一般,电子与信息工程学院
学生,中国台湾,留学进修,费用自理,优秀,电子与信息工程学院
学生,中国台湾,留学进修,费用自理,良好,航天学院
学生,中国台湾,留学进修,费用自理,优秀,电子与信息工程学院
教师,中国台湾,访问考察,学校经费,一般,建筑学院
教师,中国台湾,访问考察,学校经费,良好,建筑学院
学生,美国,访问考察,费用自理,良好,校本部机关
学生,美国,访问考察,费用自理,良好,建筑学院
学生,美国,访问考察,费用自理,良好,校本部机关
学生,美国,访问考察,费用自理,良好,校本部机关
学生,美国,访问考察,费用自理,良好,建筑学院
学生,美国,访问考察,费用自理,良好,校本部机关
学生,美国,访问考察,费用自理,良好,建筑学院
学生,美国,访问考察,费用自理,良好,校本部机关
学生,美国,访问考察,费用自理,良好,校本部机关
教师,俄罗斯,访问考察,学院经费,优秀,校本部机关
